_:node75afb47c181dd4989daddd74634d4e9,100tinta.com/home/183277-lenovo-700-25ish-core-i7-6700-34-ghz-16-gb-112-tb-gf-gtx-960,Battery Capacity,capacity,0.5
_:node75afb47c181dd4989daddd74634d4e9,100tinta.com/home/183277-lenovo-700-25ish-core-i7-6700-34-ghz-16-gb-112-tb-gf-gtx-960,Writing Speed,spindle speed,0.5384615384615384
_:node75afb47c181dd4989daddd74634d4e9,100tinta.com/home/183277-lenovo-700-25ish-core-i7-6700-34-ghz-16-gb-112-tb-gf-gtx-960,Memory Speed,max turbo speed,0.5333333333333333
_:node75afb47c181dd4989daddd74634d4e9,100tinta.com/home/183277-lenovo-700-25ish-core-i7-6700-34-ghz-16-gb-112-tb-gf-gtx-960,Storage Capacity,capacity,0.5
_:node75afb47c181dd4989daddd74634d4e9,100tinta.com/home/183277-lenovo-700-25ish-core-i7-6700-34-ghz-16-gb-112-tb-gf-gtx-960,Rotational Speed,spindle speed,0.5
_:node9dcc268d4f5fc44b794de732b6e7daf1,1sourcedist.com/Product/Details/4253077,Weight,weight,1.0
_:node9dcc268d4f5fc44b794de732b6e7daf1,1sourcedist.com/Product/Details/4253077,Height,weight,0.8333333333333334
_:nodef115458d4437ed9a9544e8b37785d8e9,4starelectronics.com/part_detail/AT29C102490TC,Price,price,1.0
_:nodef115458d4437ed9a9544e8b37785d8e9,4starelectronics.com/part_detail/AT29C102490TC,Memory Type,part type,0.5454545454545454
_:node6370a9b38db81ad9afdaa1c56a7485be,5freehosting.com/product/1066526/,Screen Size,item size,0.5454545454545454
_:node6370a9b38db81ad9afdaa1c56a7485be,5freehosting.com/product/1066526/,Screen Size,package size,0.5
_:node6370a9b38db81ad9afdaa1c56a7485be,5freehosting.com/product/1066526/,Weight,item weight,0.5454545454545454
_:node99bb57393e7efb979bb235cf8f48d95a,abdofficesolutions.com/products/brand-new-toshiba-e-studio-2802am-a4-mono-laser-multifunction-copier,Memory Type,media types,0.5454545454545454
_:nodeffaf6ddb4c69feab766dccc84dd4fe14,abt.com/product/45338/Lenovo-ThinkCentre-A63-Desktop-Computer-A63,Clock Speed,processor speed,0.5333333333333333
_:nodeffaf6ddb4c69feab766dccc84dd4fe14,abt.com/product/45338/Lenovo-ThinkCentre-A63-Desktop-Computer-A63,Reading Speed,operating system,0.5
_:nodeffaf6ddb4c69feab766dccc84dd4fe14,abt.com/product/45338/Lenovo-ThinkCentre-A63-Desktop-Computer-A63,Warranty,labor warranty,0.5714285714285714
_:nodeffaf6ddb4c69feab766dccc84dd4fe14,abt.com/product/45338/Lenovo-ThinkCentre-A63-Desktop-Computer-A63,Rotational Speed,processor speed,0.5
_:nodeffaf6ddb4c69feab766dccc84dd4fe14,abt.com/product/45338/Lenovo-ThinkCentre-A63-Desktop-Computer-A63,Warranty,parts warranty,0.5714285714285714
_:nodeffaf6ddb4c69feab766dccc84dd4fe14,abt.com/product/45338/Lenovo-ThinkCentre-A63-Desktop-Computer-A63,Writing Speed,operating system,0.5
_:nodeffaf6ddb4c69feab766dccc84dd4fe14,abt.com/product/45338/Lenovo-ThinkCentre-A63-Desktop-Computer-A63,Memory Speed,processor speed,0.5333333333333333
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Height,height,1.0
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Width,width,1.0
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Memory Speed,processor speed,0.5333333333333333
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Warranty,warranty labor,0.5714285714285714
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Height,weight,0.8333333333333334
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Clock Speed,processor speed,0.5333333333333333
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Memory Type,display type,0.5
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Warranty,warranty parts,0.5714285714285714
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Length,depth,0.5
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Weight,weight,1.0
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Rotational Speed,processor speed,0.5
_:noded45716cbbaf18bbf3b3e352eba1eac3,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,Weight,height,0.8333333333333334
_:node92636fb27be699f3cff575f035aa2392,abt.com/product/74347/Apple-Silver-iPad-Mini-With-Retina-Display-Wi-Fi-Cellular-16-GB-For-AT-T-MF074LLA?tab=1,Storage Capacity,storage capacity,1.0
_:node92636fb27be699f3cff575f035aa2392,abt.com/product/74347/Apple-Silver-iPad-Mini-With-Retina-Display-Wi-Fi-Cellular-16-GB-For-AT-T-MF074LLA?tab=1,Battery Capacity,storage capacity,0.5625
_:node92636fb27be699f3cff575f035aa2392,abt.com/product/74347/Apple-Silver-iPad-Mini-With-Retina-Display-Wi-Fi-Cellular-16-GB-For-AT-T-MF074LLA?tab=1,Screen Size,screen size (inches),0.55
_:node9235f1b75ad88e1ca360a8560818855,active-robots.com/brands/microbot/computer-interfaces/micro-usb-to-serial-adapter,Output Voltage,operating voltage,0.5882352941176471
_:node9235f1b75ad88e1ca360a8560818855,active-robots.com/brands/microbot/computer-interfaces/micro-usb-to-serial-adapter,Weight,weight,1.0
_:node9235f1b75ad88e1ca360a8560818855,active-robots.com/brands/microbot/computer-interfaces/micro-usb-to-serial-adapter,Height,weight,0.8333333333333334
_:nodee9d728d6d78a77a42933bf358d4f6a,aerocooler.com/vantec-nst-520s3-bk-nexstar-usb3-0-slim-sata-optical-drive-enclosure/,Cable Length,usb cable length,0.75
_:node7012cd239d7a8cefec425e3e3af2d1bb,alcoenergy.com/,Warranty,warranty,1.0
_:node7012cd239d7a8cefec425e3e3af2d1bb,alcoenergy.com/,Input,input,1.0
_:node7012cd239d7a8cefec425e3e3af2d1bb,alcoenergy.com/,Output Voltage,output current,0.5
_:node7012cd239d7a8cefec425e3e3af2d1bb,alcoenergy.com/,Output Voltage,input voltage,0.7857142857142857
_:node7012cd239d7a8cefec425e3e3af2d1bb,alcoenergy.com/,Output Voltage,output voltage,1.0
_:node7012cd239d7a8cefec425e3e3af2d1bb,alcoenergy.com/,Memory,category,0.5
_:node7012cd239d7a8cefec425e3e3af2d1bb,alcoenergy.com/,Cache Memory,category,0.5
_:noded413d4f6bc2715f72cae218b3abe29,alltechtoys.com/product/390905/,Screen Size,package size,0.5
_:noded413d4f6bc2715f72cae218b3abe29,alltechtoys.com/product/390905/,Weight,item weight,0.5454545454545454
_:noded413d4f6bc2715f72cae218b3abe29,alltechtoys.com/product/390905/,Screen Size,item size,0.5454545454545454
_:nodeafb76d4dac077b4326cd3cd5d5301b,altex.com/Seagate-8TB-Backup-Plus-USB-30-External-Hard-Drive-w-USB-Hub-STEL8000100-P158880.aspx,Data Transfer Rate,max data transfer rate,0.8181818181818181
_:nodeafb76d4dac077b4326cd3cd5d5301b,altex.com/Seagate-8TB-Backup-Plus-USB-30-External-Hard-Drive-w-USB-Hub-STEL8000100-P158880.aspx,Storage Capacity,capacity,0.5
_:nodeafb76d4dac077b4326cd3cd5d5301b,altex.com/Seagate-8TB-Backup-Plus-USB-30-External-Hard-Drive-w-USB-Hub-STEL8000100-P158880.aspx,Height,weight,0.8333333333333334
_:nodeafb76d4dac077b4326cd3cd5d5301b,altex.com/Seagate-8TB-Backup-Plus-USB-30-External-Hard-Drive-w-USB-Hub-STEL8000100-P158880.aspx,Battery Capacity,capacity,0.5
_:nodeafb76d4dac077b4326cd3cd5d5301b,altex.com/Seagate-8TB-Backup-Plus-USB-30-External-Hard-Drive-w-USB-Hub-STEL8000100-P158880.aspx,Weight,weight,1.0
_:node43e8054a6eef86c48d9b91c04484df,ascendtech.us/intel-pentium-core-2-duo-2mb-sla9s-cpu_i_ltpcpinc2dsla9s.aspx?agent=pricewatch,Memory Speed,bus speed,0.5
_:node43e8054a6eef86c48d9b91c04484df,ascendtech.us/intel-pentium-core-2-duo-2mb-sla9s-cpu_i_ltpcpinc2dsla9s.aspx?agent=pricewatch,Bus Speed,cpu speed,0.6666666666666667
_:node43e8054a6eef86c48d9b91c04484df,ascendtech.us/intel-pentium-core-2-duo-2mb-sla9s-cpu_i_ltpcpinc2dsla9s.aspx?agent=pricewatch,Clock Speed,cpu speed,0.6363636363636364
_:node43e8054a6eef86c48d9b91c04484df,ascendtech.us/intel-pentium-core-2-duo-2mb-sla9s-cpu_i_ltpcpinc2dsla9s.aspx?agent=pricewatch,Price,process,0.5714285714285714
_:node43e8054a6eef86c48d9b91c04484df,ascendtech.us/intel-pentium-core-2-duo-2mb-sla9s-cpu_i_ltpcpinc2dsla9s.aspx?agent=pricewatch,Clock Speed,clock multiplier,0.5
_:node43e8054a6eef86c48d9b91c04484df,ascendtech.us/intel-pentium-core-2-duo-2mb-sla9s-cpu_i_ltpcpinc2dsla9s.aspx?agent=pricewatch,Memory Speed,cpu speed,0.5
_:node43e8054a6eef86c48d9b91c04484df,ascendtech.us/intel-pentium-core-2-duo-2mb-sla9s-cpu_i_ltpcpinc2dsla9s.aspx?agent=pricewatch,Clock Speed,bus speed,0.5454545454545454
_:node43e8054a6eef86c48d9b91c04484df,ascendtech.us/intel-pentium-core-2-duo-2mb-sla9s-cpu_i_ltpcpinc2dsla9s.aspx?agent=pricewatch,Bus Speed,bus speed,1.0
_:node6df54c5a5e498d2308c1bbc705d55ad,avadirect.com/4TB-BarraCuda-Pro-ST4000DM006-7200-RPM-SATA-6Gb-s-512E-128MB-cache-3-5-Inch-OEM-HDD/Product/11043433,Weight,height,0.8333333333333334
_:node6df54c5a5e498d2308c1bbc705d55ad,avadirect.com/4TB-BarraCuda-Pro-ST4000DM006-7200-RPM-SATA-6Gb-s-512E-128MB-cache-3-5-Inch-OEM-HDD/Product/11043433,Storage Capacity,capacity,0.5
_:node6df54c5a5e498d2308c1bbc705d55ad,avadirect.com/4TB-BarraCuda-Pro-ST4000DM006-7200-RPM-SATA-6Gb-s-512E-128MB-cache-3-5-Inch-OEM-HDD/Product/11043433,Battery Capacity,capacity,0.5
_:node6df54c5a5e498d2308c1bbc705d55ad,avadirect.com/4TB-BarraCuda-Pro-ST4000DM006-7200-RPM-SATA-6Gb-s-512E-128MB-cache-3-5-Inch-OEM-HDD/Product/11043433,Weight,z-height,0.625
_:node6df54c5a5e498d2308c1bbc705d55ad,avadirect.com/4TB-BarraCuda-Pro-ST4000DM006-7200-RPM-SATA-6Gb-s-512E-128MB-cache-3-5-Inch-OEM-HDD/Product/11043433,Height,height,1.0
_:node6df54c5a5e498d2308c1bbc705d55ad,avadirect.com/4TB-BarraCuda-Pro-ST4000DM006-7200-RPM-SATA-6Gb-s-512E-128MB-cache-3-5-Inch-OEM-HDD/Product/11043433,Height,z-height,0.75
_:node6df54c5a5e498d2308c1bbc705d55ad,avadirect.com/4TB-BarraCuda-Pro-ST4000DM006-7200-RPM-SATA-6Gb-s-512E-128MB-cache-3-5-Inch-OEM-HDD/Product/11043433,Warranty,warranty,1.0
_:nodec740274089658f7f3474e333fb1d813,avadirect.com/4TB-BarraCuda-ST4000LM024-5400-RPM-SATA-6Gb-s-128MB-cache-2-5-Inch-OEM-HDD/Product/10851329,Storage Capacity,capacity,0.5
_:nodec740274089658f7f3474e333fb1d813,avadirect.com/4TB-BarraCuda-ST4000LM024-5400-RPM-SATA-6Gb-s-128MB-cache-2-5-Inch-OEM-HDD/Product/10851329,Battery Capacity,capacity,0.5
_:node7c7cb52556b1fa41d1f855512cf772e6,avadirect.com/MasterFan-Pro-Air-Balance-120mm-w-RGB-LEDs-1300-RPM-42-7-CFM-20-dBA-Cooling-Fan/Product/11137472,Warranty,warranty,1.0
_:node7c7cb52556b1fa41d1f855512cf772e6,avadirect.com/MasterFan-Pro-Air-Balance-120mm-w-RGB-LEDs-1300-RPM-42-7-CFM-20-dBA-Cooling-Fan/Product/11137472,Price,profile,0.5714285714285714
_:node7c7cb52556b1fa41d1f855512cf772e6,avadirect.com/MasterFan-Pro-Air-Balance-120mm-w-RGB-LEDs-1300-RPM-42-7-CFM-20-dBA-Cooling-Fan/Product/11137472,Height,weight,0.8333333333333334
_:node7c7cb52556b1fa41d1f855512cf772e6,avadirect.com/MasterFan-Pro-Air-Balance-120mm-w-RGB-LEDs-1300-RPM-42-7-CFM-20-dBA-Cooling-Fan/Product/11137472,Weight,weight,1.0
_:node7c7cb52556b1fa41d1f855512cf772e6,avadirect.com/MasterFan-Pro-Air-Balance-120mm-w-RGB-LEDs-1300-RPM-42-7-CFM-20-dBA-Cooling-Fan/Product/11137472,Output Voltage,rated voltage,0.6428571428571428
_:nodefede0443412572696c1b617da8a87c5,backpacking-united.com/au/e-case-iseries-case-ipad-black,Cable Length,compartment length,0.5555555555555556
_:nodefede0443412572696c1b617da8a87c5,backpacking-united.com/au/e-case-iseries-case-ipad-black,Height,weight,0.8333333333333334
_:nodefede0443412572696c1b617da8a87c5,backpacking-united.com/au/e-case-iseries-case-ipad-black,Cable Length,overall length,0.5714285714285714
_:nodefede0443412572696c1b617da8a87c5,backpacking-united.com/au/e-case-iseries-case-ipad-black,Weight,weight,1.0
