_:node102fc242819087846e88434c28bc6c,sillworks.com/canada/product_info.php?products_id=15403,'RAID Level','Controller RAID Level'_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Storage Capacity','Capacity'_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Battery Capacity','Capacity'_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Interface','Interface'_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Data Transfer Rate','Data Transfer Rate'_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Average Seek Time','Seek Time'_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Cache Memory','Cache'_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Data Transfer Rate','Data Transfer Rate'_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Battery Capacity','Capacity'_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Average Seek Time','Seek Time'_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Storage Capacity','Capacity'_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Interface','Interface'_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Cache Memory','Cache'_:node102fc242819087846e88434c28bc6c,sillworks.com/canada/product_info.php?products_id=15403,'Cache Memory','Cache Memory (installed)'_:node102fc242819087846e88434c28bc6c,sillworks.com/canada/product_info.php?products_id=15403,'Model','Model'_:node102fc242819087846e88434c28bc6c,sillworks.com/canada/product_info.php?products_id=15403,'RAID Level','Controller RAID Level'_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Storage Capacity','Capacity'
_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Battery Capacity','Capacity'
_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Interface','Interface'
_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Data Transfer Rate','Data Transfer Rate'
_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Average Seek Time','Seek Time'
_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,'Cache Memory','Cache'
_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Data Transfer Rate','Data Transfer Rate'
_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Battery Capacity','Capacity'
_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Average Seek Time','Seek Time'
_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Storage Capacity','Capacity'
_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Interface','Interface'
_:node94c2a79aecced2b84732564c698e3f0,harddrivesdirect.com/canada/product_info.php?products_id=458882&currency=CAD,'Cache Memory','Cache'
_:node102fc242819087846e88434c28bc6c,sillworks.com/canada/product_info.php?products_id=15403,'Cache Memory','Cache Memory (installed)'
_:node102fc242819087846e88434c28bc6c,sillworks.com/canada/product_info.php?products_id=15403,'Model','Model'
_:node102fc242819087846e88434c28bc6c,sillworks.com/canada/product_info.php?products_id=15403,'RAID Level','Controller RAID Level'
